rank_by_estimated_users,rank_by_ai_share,rank_by_h1_to_h2_change,rank_by_h2_to_q1_change,rank_by_readiness,rank_by_access_headroom,rank_by_positive_diffusion_gap,rank_by_negative_diffusion_gap,country,microsoft_economy,code,region,income_group,ai_share_h1_2025_pct,ai_share_h2_2025_pct,ai_share_q1_2026_pct,h1_to_h2_change_pp,h2_to_q1_change_pp,h1_to_q1_change_pp,h1_to_h2_growth_pct,h2_to_q1_growth_pct,h1_to_q1_growth_pct,working_age_population_2025,working_age_population_2026,estimated_ai_users_h1_2025,estimated_ai_users_h2_2025,estimated_ai_users_q1_2026,estimated_user_change_h1_to_h2,estimated_user_change_h2_to_q1,estimated_user_change_h1_to_q1,internet_user_pct,internet_year,electricity_access_pct,electricity_year,gdp_per_capita_usd,gdp_year,gdp_readiness_score,readiness_score,access_ceiling_pct,access_headroom_users,internet_normalised_ai_intensity_pct,modelled_ai_share_q1_2026_pct,modelled_ai_users_q1_2026,diffusion_gap_pp,modelled_user_gap_q1_2026,offline_working_age_population,source_url
94,29,36,46,20,94,119,27,Finland,Finland,FIN,Europe & Central Asia,High income,25.6,27.3,29.5,1.6999999999999993,2.2,3.8999999999999986,6.640624999999997,8.058608058608057,15.234374999999995,3456546,3454441,884876,943637,1019060,58761,75423,134184,93.72405196,2024,100.0,2023,53149.7671934051,2024,76.46351325023251,91.8409312280465,93.72405196,2218582,31.475378393360703,33.228545210554046,1147860,-3.7285452105540458,-128800,216799,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
95,32,50,54,47,97,24,122,Costa Rica,Costa Rica,CRI,Latin America & Caribbean,High income,25.1,26.5,28.5,1.3999999999999986,2.0,3.3999999999999986,5.577689243027883,7.547169811320755,13.545816733067722,3552417,3563963,891657,941391,1015729,49734,74338,124072,87.17019653,2024,100.0,2023,18587.1532203482,2024,61.83001244625621,85.30961058075124,87.17019653,2090984,32.6946607149057,23.614063888340628,841596,4.8859361116593725,174133,457249,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
96,43,34,20,50,88,40,106,Serbia,Serbia,SRB,Europe & Central Asia,Upper middle income,19.7,21.5,24.1,1.8000000000000007,2.6,4.400000000000002,9.137055837563455,12.09302325581396,22.335025380710672,4193470,4145811,826114,901596,999140,75482,97544,173026,87.69071294,2024,100.0,2023,13679.2065983557,2024,57.559732752439274,84.74183866748785,87.69071294,2636351,27.482955939119545,21.487852356950707,890846,2.612147643049294,108294,510320,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
97,122,80,104,143,139,94,52,Chad,Chad,TCD,Sub-Saharan Africa,Low income,7.0,7.8,8.7,0.7999999999999998,0.9,1.6999999999999993,11.428571428571425,11.538461538461533,24.285714285714274,10905001,11179782,763350,850590,972641,87240,122051,209291,12.62689972,2024,12.0,2023,961.55975562506,2024,20.579477222862923,14.060690290572586,12.0,368933,68.90052342951527,10.151480832800654,1134913,-1.4514808328006552,-162272,9768122,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
98,37,37,40,35,92,84,62,Slovakia,Slovak Republic,SVK,Europe & Central Asia,High income,22.1,23.8,26.1,1.6999999999999993,2.3,4.0,7.692307692307689,9.66386554621849,18.099547511312217,3580221,3550932,791229,852093,926793,60864,74700,135564,89.82507032,2024,100.0,2023,25992.6748502048,2024,66.50073116923161,87.70393490984632,89.82507032,2262834,29.056476000541142,26.541013518517097,942453,-0.4410135185170958,-15660,361305,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
99,106,109,122,123,101,85,61,Guinea,Guinea,GIN,Sub-Saharan Africa,Lower middle income,8.7,9.3,10.1,0.6000000000000014,0.8,1.4000000000000004,6.8965517241379475,8.602150537634397,16.09195402298851,8452620,8696117,735378,786094,878308,50716,92214,142930,33.30469894,2024,51.1,2023,1694.95375862193,2024,28.474697873280036,36.78752399165601,33.30469894,2017908,30.32605104221368,10.646290336643716,925814,-0.5462903366437164,-47506,5799901,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
100,107,110,123,121,99,69,77,Benin,Benin,BEN,Sub-Saharan Africa,Lower middle income,8.7,9.3,10.1,0.6000000000000014,0.8,1.4000000000000004,6.8965517241379475,8.602150537634397,16.09195402298851,8234972,8474807,716443,765852,855956,49409,90104,139513,33.98379898,2024,57.0,2023,1485.38018885134,2024,26.636396858678484,38.2683688107357,33.98379898,2024106,29.720043971375915,9.747738984019168,826102,0.35226101598083126,29854,5594746,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
101,52,48,55,9,81,140,6,Kuwait,Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",High income,17.7,19.1,21.1,1.4000000000000021,2.0,3.400000000000002,7.909604519774023,10.471204188481673,19.20903954802261,3963164,4030383,701480,756964,850411,55484,93447,148931,99.74729919,2024,100.0,2023,32717.7186631255,2024,69.70562373260795,93.8021393010216,99.74729919,3169787,21.153454952006705,29.858466596346787,1203411,-8.758466596346786,-353000,10185,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
102,125,96,105,112,79,118,28,Zimbabwe,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,6.9,7.6,8.5,0.6999999999999993,0.9,1.5999999999999996,10.144927536231874,11.8421052631579,23.188405797101446,9518709,9819514,656791,723422,834659,66631,111237,177868,41.64279938,2024,62.0,2023,2497.20332208763,2024,33.87207353545932,45.17795436609187,41.64279938,3254462,20.411692120972873,11.914468478006729,1169943,-3.4144684780067287,-335284,5730393,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
103,61,42,49,88,98,30,116,El Salvador,El Salvador,SLV,Latin America & Caribbean,Upper middle income,14.6,16.2,18.3,1.5999999999999996,2.1,3.700000000000001,10.958904109589039,12.962962962962973,25.342465753424666,4284401,4318068,625523,694073,790206,68550,96133,164683,66.47769928,2024,98.3,2023,5579.65969165029,2024,45.06968790728476,70.15167218545695,66.47769928,2080346,27.52802849406915,14.210376088097743,613614,4.089623911902258,176592,1447516,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
104,134,133,124,127,96,68,78,Somalia,Somalia,SOM,Sub-Saharan Africa,Low income,6.4,6.8,7.6,0.39999999999999947,0.8,1.1999999999999993,6.249999999999992,11.764705882352938,18.74999999999999,9990239,10322422,639375,679336,784504,39961,105168,145129,27.94020081,2024,50.3,2023,629.538899449007,2024,14.679949169759551,30.87810027945191,27.94020081,2099601,27.2009498130733,7.150284232406888,738083,0.44971576759311205,46421,7438317,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
105,72,66,79,86,84,122,24,Libya,Libya,LBY,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,12.7,13.7,15.0,1.0,1.3,2.3000000000000007,7.874015748031496,9.489051094890517,18.110236220472448,5068922,5155007,643753,694442,773251,50689,78809,129498,81.95449829,2024,73.2,2023,6569.16408678648,2024,47.34357894227549,72.8436898479551,73.2,3000214,18.302839152186333,19.560787988744956,1008360,-4.560787988744956,-235109,930247,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
106,45,58,64,77,110,62,84,Panama,Panama,PAN,Latin America & Caribbean,High income,20.3,21.5,23.3,1.1999999999999993,1.8,3.0,5.91133004926108,8.372093023255816,14.778325123152708,3008611,3047221,610748,646851,710002,36103,63151,99254,72.77149963,2024,97.0,2023,19161.2188501596,2024,62.25367476001509,76.72505974850301,72.77149963,1507506,32.01802919888516,22.479460284971555,684999,0.8205397150284455,25003,829713,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
107,126,121,106,111,82,121,25,Haiti,Haiti,HTI,Latin America & Caribbean,Lower middle income,7.1,7.6,8.5,0.5,0.9,1.4000000000000004,7.042253521126761,11.8421052631579,19.718309859154935,7670046,7793780,544573,582923,662471,38350,79548,117898,47.8614006,2024,51.3,2023,2142.62330526788,2024,31.739111467007657,45.49659262340153,47.8614006,3067741,17.759613996753785,12.66730972566736,987262,-4.16730972566736,-324791,4063568,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
108,147,122,138,91,47,131,15,Cambodia,Cambodia,KHM,East Asia & Pacific,Lower middle income,4.6,5.1,5.7,0.5,0.6,1.1000000000000005,10.869565217391305,11.764705882352953,23.913043478260885,11445122,11586035,526476,583701,660404,57225,76703,133928,68.47530365,2024,95.0,2023,2627.87969756224,2024,34.58249053875394,68.32791511525079,68.47530365,7273169,8.32416900133016,11.258203899801693,1304379,-5.5582038998016925,-643975,3652462,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
109,142,143,107,122,95,87,59,Rwanda,Rwanda,RWA,Sub-Saharan Africa,Low income,6.0,6.3,7.2,0.2999999999999998,0.9,1.2000000000000002,4.9999999999999964,14.28571428571429,20.000000000000004,8589560,8814179,515374,541142,634621,25768,93479,119247,31.70330048,2024,63.9,2023,999.65456165547,2024,21.120628105219147,37.63594088504383,31.70330048,2159765,22.710569218312504,7.8642824138603284,693172,-0.6642824138603283,-58551,6019793,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
110,38,28,33,52,116,60,86,Croatia,Croatia,HRV,Europe & Central Asia,High income,21.8,23.7,26.1,1.8999999999999986,2.4,4.300000000000001,8.715596330275224,10.126582278481022,19.72477064220184,2412334,2387697,525889,571723,623189,45834,51466,97300,83.63240029,2024,100.0,2023,24050.4397933135,2024,65.4190514388279,84.0816304472656,83.63240029,1373699,31.208000618775493,25.09794344556443,599263,1.0020565544355726,23926,390809,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
111,135,134,125,145,144,48,98,Burundi,Burundi,BDI,Sub-Saharan Africa,Low income,6.4,6.8,7.6,0.39999999999999947,0.8,1.1999999999999993,6.249999999999992,11.764705882352938,18.74999999999999,7694428,7985613,492443,523221,606907,30778,83686,114464,8.595999718,2024,11.6,2023,219.424830882698,2024,0.0,7.6277998449,8.595999718,79537,88.41321834952623,5.6773756410995295,453373,1.9226243589004701,153534,7299170,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
112,136,135,126,144,145,45,101,South Sudan,South Sudan,SSD,Sub-Saharan Africa,Low income,6.4,6.8,7.6,0.39999999999999947,0.8,1.1999999999999993,6.249999999999992,11.764705882352938,18.74999999999999,7183879,7430551,459768,488504,564722,28736,76218,104954,6.671000004,2019,5.4,2023,1080.14718624765,2015,22.199262234606216,9.458902449121243,5.4,0,113.92594806540193,5.4,401250,2.1999999999999993,163472,6934859,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
113,115,76,91,40,63,141,5,Belarus,Belarus,BLR,Europe & Central Asia,Upper middle income,7.6,8.4,9.6,0.8000000000000007,1.2,2.0,10.526315789473696,14.285714285714276,26.31578947368421,5922816,5867171,450134,497517,563248,47383,65731,113114,94.26182128,2024,100.0,2023,8317.63399913792,2024,50.63049740078367,86.97010118415675,94.26182128,4967254,10.18439901716272,18.952104685294305,1111952,-9.352104685294305,-548704,336669,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
114,88,69,92,71,80,120,26,Paraguay,Paraguay,PRY,Latin America & Caribbean,Upper middle income,10.1,11.0,12.2,0.9000000000000004,1.2,2.0999999999999996,8.910891089108915,10.909090909090903,20.79207920792079,4552206,4608226,459773,500743,562204,40970,61461,102431,81.57806793,2024,99.8,2023,6416.09708970845,2024,47.01520096700152,79.22097755490032,81.57806793,3197098,14.954999927760607,16.152205443593118,744330,-3.952205443593119,-182126,848924,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
115,89,97,95,97,91,71,75,Nicaragua,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,10.0,10.7,11.8,0.6999999999999993,1.1,1.8000000000000007,6.999999999999992,10.280373831775714,18.000000000000007,4624238,4702707,462424,494793,554919,32369,60126,92495,61.39550018,2024,88.3,2023,2847.53966339498,2024,35.700613856604136,62.98264787032083,61.39550018,2332331,19.219649592241502,11.649830975393748,547857,0.15016902460625303,7062,1815457,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
116,40,40,50,29,111,98,48,Uruguay,Uruguay,URY,Latin America & Caribbean,High income,20.9,22.5,24.6,1.6000000000000014,2.1,3.700000000000003,7.655502392344504,9.33333333333334,17.703349282296664,2227833,2231146,465617,501262,548862,35645,47600,83245,91.99109007,2024,100.0,2023,23906.5133029408,2024,65.33545005085938,88.66218954867188,91.99109007,1503594,26.741720291911747,26.17228473603757,583942,-1.5722847360375702,-35080,178690,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
117,108,111,127,132,127,52,94,Sierra Leone,Sierra Leone,SLE,Sub-Saharan Africa,Low income,8.7,9.3,10.1,0.6000000000000014,0.8,1.4000000000000004,6.8965517241379475,8.602150537634397,16.09195402298851,5209466,5349766,453224,484480,540326,31256,55846,87102,25.10499954,2024,35.5,2023,806.654650417726,2024,18.13284564131516,26.309318875263035,25.10499954,802732,40.23103041251838,8.63101133780204,461739,1.46898866219796,78587,4006707,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
118,129,145,146,136,129,138,8,Papua New Guinea,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,7.2,7.3,7.7,0.09999999999999964,0.4,0.5,1.388888888888884,5.479452054794526,6.944444444444445,6809237,6949906,490265,497074,535143,6809,38069,44878,18.81159973,2024,20.5,2023,3006.70564478923,2024,36.45816055508388,22.763011962516778,18.81159973,772246,40.93219136339768,14.91932116178312,1036879,-7.21932116178312,-501736,5642518,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
119,109,112,128,119,114,57,89,Togo,Togo,TGO,Sub-Saharan Africa,Low income,8.7,9.3,10.1,0.6000000000000014,0.8,1.4000000000000004,6.8965517241379475,8.602150537634397,16.09195402298851,4819719,4966287,419316,448234,501595,28918,53361,82279,39.48320007,2024,59.2,2023,1119.38160509429,2024,22.696205342897567,41.05500110707952,39.48320007,1459254,25.580500015433522,8.940679606202842,444020,1.1593203937971577,57575,3005438,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
120,44,146,60,54,117,21,125,Jamaica,Jamaica,JAM,Latin America & Caribbean,Upper middle income,22.2,22.1,24.0,-0.09999999999999787,1.9,1.8000000000000007,-0.4504504504504409,8.597285067873296,8.10810810810811,2074923,2071994,460633,458558,497279,-2075,38721,36646,90.10870361,2024,97.7,2023,7753.8006955432,2024,49.65281593662156,83.91535017282432,90.10870361,1369768,26.63449704467455,18.362231077598054,380464,5.637768922401946,116815,204947,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
121,54,74,41,64,108,46,100,Georgia,Georgia,GEO,Europe & Central Asia,Upper middle income,17.3,18.2,20.5,0.8999999999999986,2.3,3.1999999999999993,5.202312138728315,12.637362637362642,18.497109826589593,2418019,2414692,418317,440079,495012,21762,54933,76695,83.79855689,2024,100.0,2023,9241.49122313713,2024,52.097484315176345,81.50870315253528,83.79855689,1528465,24.463428441744853,18.487681586037095,446421,2.0123184139629053,48591,391215,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
122,143,136,139,83,64,143,3,Cuba,Cuba,CUB,Latin America & Caribbean,Upper middle income,5.7,6.1,6.7,0.39999999999999947,0.6,1.0,7.017543859649113,9.836065573770501,17.543859649122805,7430867,7371409,423559,453283,493884,29724,40601,70325,70.47699738,2024,100.0,2023,9605.27914559614,2020,52.63524409146492,74.28939737729299,70.47699738,4701263,9.506647912190042,17.341857674586656,1278339,-10.641857674586657,-784455,2176261,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
123,49,53,21,57,119,33,113,Bosnia and Herzegovina,Bosnia And Herzegovina,BIH,Europe & Central Asia,Upper middle income,18.2,19.5,22.1,1.3000000000000007,2.6,3.900000000000002,7.142857142857147,13.333333333333341,21.42857142857144,2018817,1986650,367425,393669,439050,26244,45381,71625,86.10091103,2024,100.0,2023,9358.78768951134,2024,52.27315296395718,82.81013165929144,86.10091103,1271474,25.667556516678125,18.811784255836358,373724,3.2882157441636437,65326,276126,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
124,117,118,80,60,71,111,35,Kyrgyzstan,Kyrgyzstan,KGZ,Europe & Central Asia,Lower middle income,7.6,8.2,9.5,0.5999999999999996,1.3,1.9000000000000004,7.894736842105258,15.853658536585376,25.000000000000007,4532129,4610867,344442,371635,438032,27193,66397,93590,92.0286026,2024,100.0,2023,2420.18542283831,2024,33.43574293373079,82.30288001674616,92.0286026,3805284,10.322877596318083,12.19526188198459,562307,-2.6952618819845906,-124275,367551,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
125,42,51,61,36,121,115,31,Lithuania,Lithuania,LTU,Europe & Central Asia,High income,21.0,22.4,24.3,1.3999999999999986,1.9,3.3000000000000007,6.66666666666666,8.482142857142867,15.714285714285717,1833165,1801074,384965,410629,437661,25664,27032,52696,89.16116293,2024,100.0,2023,29384.0189598663,2024,68.20882487457534,87.68040458641508,89.16116293,1168198,27.254018679722485,27.43786037761746,494176,-3.1378603776174607,-56515,195215,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
126,128,87,96,94,83,107,39,Laos,Laos,LAO,East Asia & Pacific,Lower middle income,6.0,6.7,7.8,0.7000000000000002,1.1,1.7999999999999998,11.66666666666667,16.417910447761187,30.0,5145213,5227626,308713,344729,407755,36016,63026,99042,65.59269714,2024,96.5,2023,2123.97909415109,2024,31.617384266443178,66.52446028028864,65.59269714,3021186,11.891567720339056,10.115241049180838,528787,-2.3152410491808384,-121032,1798685,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
127,145,123,141,99,77,99,47,Tajikistan,Tajikistan,TJK,Europe & Central Asia,Lower middle income,5.1,5.6,6.1,0.5,0.5,1.0,9.803921568627452,8.928571428571429,19.607843137254903,6479061,6618279,330432,362827,403715,32395,40888,73283,55.79339981,2024,100.0,2023,1341.20229027672,2024,25.214273942949873,60.72922468408998,55.79339981,3288848,10.933192852152883,7.7943831481244645,515854,-1.6943831481244649,-112139,2925716,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
128,31,29,28,27,125,75,71,Slovenia,Slovenia,SVN,Europe & Central Asia,High income,24.6,26.5,29.0,1.8999999999999986,2.5,4.399999999999999,7.723577235772352,9.433962264150944,17.88617886178861,1340244,1334103,329700,355165,386890,25465,31725,57190,90.76355487,2024,100.0,2023,34301.0318686594,2024,70.36384870766514,88.99272492003303,90.76355487,823989,31.951150482742218,28.94774380973109,386193,0.05225619026890982,697,123224,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
129,66,35,34,65,107,79,67,Mongolia,Mongolia,MNG,East Asia & Pacific,Upper middle income,12.6,14.3,16.7,1.700000000000001,2.4,4.1,13.4920634920635,16.783216783216773,32.53968253968254,2216076,2254496,279226,316899,376501,37673,59602,97275,85.12349701,2024,100.0,2023,6750.6301157724,2024,47.72311035217033,81.36254542593406,85.12349701,1542605,19.618554907393133,16.75826973138902,377815,-0.05826973138902147,-1314,335390,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
130,59,140,72,74,122,49,97,Moldova,Moldova,MDA,Europe & Central Asia,Upper middle income,16.6,17.0,18.5,0.3999999999999986,1.5,1.8999999999999986,2.4096385542168584,8.823529411764707,11.445783132530112,1905762,1875586,316356,323980,346983,7624,23003,30627,77.3687973,2024,100.0,2023,7576.19589413326,2024,49.330074217995666,77.41885335859914,77.3687973,1104135,23.911448343013085,16.655966196986174,312397,1.8440338030138257,34586,424468,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
131,110,113,129,130,130,65,81,Liberia,Liberia,LBR,Sub-Saharan Africa,Low income,8.7,9.3,10.1,0.6000000000000014,0.8,1.4000000000000004,6.8965517241379475,8.602150537634397,16.09195402298851,3300296,3395223,287126,306928,342918,19802,35990,55792,32.23360062,2024,32.5,2023,851.497723870206,2024,18.886374476712177,29.630755236342438,32.23360062,751485,31.33376292356631,9.428924076896486,320133,0.6710759231035137,22785,2300820,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
132,60,98,56,56,120,97,49,Albania,Albania,ALB,Europe & Central Asia,Upper middle income,15.8,16.5,18.5,0.6999999999999993,2.0,2.6999999999999993,4.430379746835438,12.121212121212121,17.088607594936704,1822866,1797535,288013,300773,332544,12760,31771,44531,85.86389923,2024,100.0,2023,11377.7757431099,2024,54.99396156185854,83.22393688887172,85.86389923,1210890,21.545725463089944,20.03657817704943,360165,-1.5365781770494316,-27621,254101,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
133,123,81,108,110,113,123,23,Congo,Congo,COG,Sub-Saharan Africa,Lower middle income,7.0,7.8,8.7,0.7999999999999998,0.9,1.6999999999999993,11.428571428571425,11.538461538461533,24.285714285714274,3695839,3813654,258709,288275,331788,29566,43513,73079,47.25159836,2024,51.3,2023,2482.2489948456,2024,33.78841511913068,45.57106212182614,47.25159836,1470225,18.412075574071647,13.298992022035769,507178,-4.59899202203577,-175390,2011642,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
134,146,124,142,115,135,127,19,Turkmenistan,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,5.1,5.6,6.1,0.5,0.5,1.0,9.803921568627452,8.928571428571429,19.607843137254903,4874056,4958994,248577,272947,302499,24370,29552,53922,17.99029922,2016,100.0,2023,6856.65802730208,2024,47.94017067603268,44.482698706206534,17.99029922,589639,33.90716255135194,11.215811615407382,556191,-5.115811615407383,-253692,4066856,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
135,111,114,130,116,123,109,37,Mauritania,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,8.7,9.3,10.1,0.6000000000000014,0.8,1.4000000000000004,6.8965517241379475,8.602150537634397,16.09195402298851,2889732,2986765,251407,268745,301663,17338,32918,50256,45.77939987,2024,50.3,2023,2110.12036938187,2024,31.52620695199586,44.05891131889917,45.77939987,1065660,22.062325038513006,12.528460524041474,374196,-2.4284605240414745,-72533,1619442,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
136,71,77,81,102,128,106,40,Namibia,Namibia,NAM,Sub-Saharan Africa,Lower middle income,13.0,13.8,15.1,0.8000000000000007,1.3,2.0999999999999996,6.153846153846159,9.420289855072456,16.153846153846153,1841969,1886310,239456,254192,284833,14736,30641,45377,64.87460327,2024,56.7,2023,4413.12752211572,2024,41.80292466314551,58.21661673112911,56.7,784705,23.27567220281207,17.363545850644492,327530,-2.2635458506444923,-42697,662574,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
137,75,75,97,101,131,113,33,Botswana,Botswana,BWA,Sub-Saharan Africa,Upper middle income,12.8,13.7,14.8,0.8999999999999986,1.1,2.0,7.031249999999989,8.029197080291981,15.625,1638745,1669222,209759,224508,247045,14749,22537,37286,57.45950036,2024,76.0,2023,7695.75319445165,2024,49.54815306174772,60.51235581034955,57.45950036,712082,25.757272352306966,17.583936936569007,293515,-2.783936936569006,-46470,710095,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
138,124,82,109,142,143,61,85,Central African Republic,Central African Republic,CAF,Sub-Saharan Africa,Low income,7.0,7.8,8.7,0.7999999999999998,0.9,1.6999999999999993,11.428571428571425,11.538461538461533,24.285714285714274,2708089,2823162,189566,211231,245615,21665,34384,56049,13.78250027,2024,17.6,2023,516.160999996036,2024,11.91425410268363,14.363225969036726,13.78250027,143487,63.1235249741809,7.77413119842231,219476,0.925868801577689,26139,2434060,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
139,73,63,70,87,124,103,43,Gabon,Gabon,GAB,Sub-Saharan Africa,Upper middle income,12.3,13.4,15.0,1.0999999999999996,1.6,2.6999999999999993,8.943089430894306,11.940298507462684,21.951219512195113,1546207,1585005,190183,207192,237751,17009,30559,47568,68.72090149,2024,94.1,2023,8230.04311451151,2024,50.483045979916355,71.41810501548328,68.72090149,851479,21.82742029684046,16.963188938275728,268867,-1.963188938275728,-31116,495775,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
140,92,141,143,108,132,35,111,Gambia,Gambia,GMB,Sub-Saharan Africa,Low income,10.6,10.9,11.4,0.3000000000000007,0.5,0.8000000000000007,2.8301886792452895,4.587155963302751,7.547169811320761,1611182,1659684,170785,175619,189204,4834,13585,18419,49.49430084,2024,66.9,2023,871.340291776294,2024,19.207219763938845,47.788309414787776,49.49430084,632245,23.032954919098117,8.189692154387227,135923,3.210307845612773,53281,838235,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
141,137,137,131,134,142,59,87,Eritrea,Eritrea,ERI,Sub-Saharan Africa,Low income,6.4,6.8,7.6,0.39999999999999947,0.8,1.1999999999999993,6.249999999999992,11.764705882352938,18.74999999999999,2097519,2157970,134241,142631,164006,8390,21375,29765,14.34939957,2020,54.4,2023,688.68165957684,2011,15.930577303601812,24.67828522422036,14.34939957,145650,52.963888578928184,6.55752242302967,141509,1.04247757697033,22497,1848314,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/05/Microsoft-AI-Diffusion-Report-2026-Q1.pdf
